type,project_cost,number_of_workers,project_result
tourism,22000000,81,Success
finance,560300000,198,Success
finance,81500000,61,Success
tourism,26300000,245,Success
finance,60000000,66,Success
manufacturing,5000000,62,Success
finance,20000000,205,Success
manufacturing,250000000,190,Fail
manufacturing,300000000,168,Fail
manufacturing,100000000,155,Fail
manufacturing,40000000,174,Fail
finance,72900000,150,Success
tourism,80000000,222,Fail
finance,80000000,180,Success
manufacturing,50000000,100,Success
manufacturing,78000000,73,Success
manufacturing,28000000,175,Success
manufacturing,125000000,232,Success
manufacturing,30000000,100,Success
manufacturing,150000000,193,Success
manufacturing,57000000,175,Success
manufacturing,18000000,225,Success
finance,109000000,101,Success
finance,53000000,65,Success
tourism,3000000,179,Success
tourism,6000000,204,Fail
finance,80000000,146,Success
finance,175000000,121,Success
tourism,1500000,241,Success
Information Technology,166000000,110,Success
manufacturing,12000000,204,Success
tourism,2810000,146,Success
finance,28200000,66,Success
tourism,1640000,167,Success
tourism,65000000,165,Success
tourism,4200000,181,Success
finance,50000000,64,Success
tourism,20000000,137,Success
tourism,310000,230,Success
tourism,55000000,53,Success
manufacturing,70000000,224,Success
finance,76600000,235,Success
finance,15000000,200,Success
tourism,2670000,192,Success
manufacturing,85000000,61,Success
tourism,15000000,129,Fail
finance,5000000,166,Success
manufacturing,70000000,52,Success
finance,92000000,63,Success
finance,30000000,182,Success
tourism,280000,57,Success
finance,1228000000,79,Success
tourism,13000000,171,Success
tourism,220000,64,Success
tourism,3000000,180,Success
tourism,3000000,205,Success
tourism,80000000,150,Success
manufacturing,125000000,185,Success
finance,77000000,57,Success
tourism,15400000,193,Success
education,8000000,58,Success
tourism,490000,95,Success
manufacturing,6000000,77,Success
finance,30000000,203,Success
tourism,650000,160,Success
finance,1342000000,118,Success
finance,64750000,245,Success
tourism,1810000,232,Success
tourism,8600000,104,Success
tourism,14270000,135,Success
manufacturing,100000000,209,Fail
finance,83800000,87,Success
tourism,1950000,150,Success
tourism,6600000,83,Fail
tourism,2600000,214,Success
tourism,200000000,209,Fail
tourism,1438000000,185,Success
tourism,44700000,214,Fail
tourism,1500000,107,Success
tourism,3500000,230,Success
tourism,570000,70,Success
finance,70000000,100,Fail
tourism,1100000,133,Success
tourism,3500000,153,Success
tourism,3900000,113,Success
tourism,4000000,59,Success
tourism,4500000,156,Success
tourism,2950000,200,Success
manufacturing,10000000,96,Success
tourism,47000000,161,Success
tourism,500000,209,Success
tourism,200000,105,Success
tourism,1000000,217,Success
tourism,1074800000,221,Success
tourism,1480000,71,Success
manufacturing,100000000,186,Fail
tourism,27000000,204,Success
tourism,16000000,60,Success
finance,35260000,75,Success
finance,2230000,197,Success
finance,16000000,236,Success
tourism,2000000,88,Success
tourism,4500000,196,Success
tourism,1100000,91,Success
tourism,2370000,82,Success
finance,4000000,112,Success
tourism,3000000,69,Success
tourism,1500000,61,Success
manufacturing,200000000,121,Fail
tourism,2000000,231,Success
tourism,250000,88,Success
finance,200000000,91,Success
tourism,2450000,92,Success
tourism,1560000,64,Success
tourism,20000000,163,Success
tourism,123900000,86,Fail
tourism,30000000,207,Success
tourism,22000000,91,Success
finance,25180000,117,Success
tourism,1000000,56,Success
tourism,113000000,64,Fail
manufacturing,42000000,215,Success
tourism,540000,203,Success
tourism,100000,227,Success
tourism,140000,243,Success
tourism,12700000,176,Success
tourism,12000000,220,Success
tourism,75000000,121,Success
tourism,8700000,163,Success
education,14700000,148,Success
tourism,39000000,148,Success
tourism,11200000,217,Success
manufacturing,7000000,53,Success
tourism,20000000,70,Success
tourism,250000,50,Success
education,20000000,131,Success
tourism,28700000,89,Success
tourism,590000,199,Success
finance,40000000,52,Success
tourism,450000,186,Success
tourism,200000,223,Fail
tourism,450000,118,Success
finance,85000000,191,Success
tourism,160000000,124,Fail
manufacturing,9000000,160,Success
tourism,72020000,149,Success
tourism,35000000,167,Success
tourism,16000000,216,Fail
tourism,22700000,53,Success
tourism,300000,200,Success
tourism,40000000,116,Success
tourism,35000000,78,Success
tourism,700000,233,Success
tourism,30000000,175,Success
finance,25000000,222,Success
tourism,50000000,149,Success
tourism,220000,124,Success
finance,150000000,141,Success
tourism,5500000,109,Success
education,15000000,200,Success
education,137000000,114,Success
tourism,53000000,250,Success
tourism,220000,172,Success
finance,55000000,79,Success
tourism,5310000,167,Success
finance,19370000,93,Success
tourism,40000000,120,Success
tourism,3640000,64,Success
manufacturing,100000000,125,Success
tourism,50100000,112,Success
tourism,90000000,142,Fail
manufacturing,100000000,151,Success
manufacturing,100500000,99,Success
manufacturing,8800000,117,Success
finance,66000000,52,Success
tourism,900000,203,Success
manufacturing,500000000,155,Success
tourism,63000000,117,Success
finance,213000000,178,Success
finance,40000000,170,Success
tourism,2780000,246,Success
tourism,4300000,204,Success
Information Technology,670000000,177,Success
tourism,525000000,127,Fail
tourism,2900000,181,Success
tourism,290000,169,Success
tourism,245000000,219,Success
tourism,250000000,175,Fail
finance,300000000,62,Success
tourism,900000,65,Success
tourism,30000,54,Success
tourism,2600000000,97,Fail
tourism,9610000,81,Success
tourism,230000,156,Success
tourism,280000,219,Success
tourism,250000,175,Success
tourism,150000,110,Success
tourism,200000,248,Success
tourism,260000,171,Success
tourism,270000,133,Success
finance,77340000,226,Success
tourism,200000,186,Success
tourism,77000000,122,Success
finance,562000000,80,Success
finance,41000000,94,Success
tourism,4100000,171,Success
tourism,150000,166,Success
education,900000,247,Success
tourism,330000,166,Success
finance,41600000,153,Success
tourism,11000000,112,Success
education,27900000,146,Success
finance,275000000,204,Success
tourism,7500000,164,Success
tourism,910000,153,Success
tourism,100000,129,Success
tourism,10000000,214,Success
finance,26500000,219,Success
tourism,9490000,152,Success
manufacturing,138600000,61,Success
tourism,4990000,73,Success
finance,153200000,200,Success
tourism,26190000,113,Success
finance,133700000,148,Success
finance,8320000,120,Success
tourism,400000,241,Success
tourism,15000000,133,Success
finance,24460000,91,Success
tourism,500000,113,Success
tourism,16000000,96,Fail
manufacturing,45000000,171,Success
education,160000,188,Success
tourism,2850000,156,Success
education,8000000,243,Success
finance,137570000,149,Success
finance,41400000,111,Success
manufacturing,35000000,214,Success
finance,65750000,182,Success
finance,10000000,225,Success
manufacturing,250000000,108,Success
tourism,2610000,99,Success
tourism,57160000,50,Success
education,1833000000,102,Success
education,960000,240,Success
finance,150000000,70,Success
finance,17600000,106,Success
tourism,90000,236,Success
finance,74500000,236,Success
education,98000000,132,Success
tourism,35000000,91,Success
manufacturing,40000000,77,Success
tourism,7400000,207,Success
tourism,40000000,247,Success
finance,20000000,77,Success
tourism,3700000,160,Success
tourism,80000000,161,Success
manufacturing,116000000,55,Fail
tourism,2000000,178,Success
tourism,71000000,178,Fail
finance,30000000,71,Success
tourism,4000000,117,Success
finance,22000000,118,Success
tourism,2740000,122,Success
manufacturing,10000000,180,Success
finance,42600000,110,Success
finance,255000000,169,Success
tourism,3710000,160,Success
tourism,75000000,113,Success
tourism,34500000,105,Success
tourism,8370000,120,Success
tourism,1000000,112,Success
finance,44900000,123,Success
finance,3500000,141,Success
manufacturing,50000000,250,Success
tourism,60000000,66,Success
manufacturing,215000000,218,Success
tourism,300000,52,Success
finance,150000000,187,Success
tourism,5420000,108,Success
manufacturing,60000000,228,Success
manufacturing,10000000,59,Success
finance,46000000,200,Success
manufacturing,6000000,82,Success
tourism,320000,94,Success
finance,180000000,247,Success
finance,461110000,143,Success
tourism,40000000,202,Success
education,14900000,96,Success
education,147140000,61,Success
finance,182670000,96,Success
finance,136300000,134,Success
tourism,23900000,118,Success
tourism,10000000,242,Success
education,30000000,201,Success
tourism,180000,142,Success
tourism,1980000,89,Success
manufacturing,120000000,59,Fail
tourism,840000,141,Success
manufacturing,25000000,143,Success
education,320000,53,Success
manufacturing,104400000,87,Success
finance,61650000,176,Success
tourism,7000000,153,Success
tourism,8000000,105,Success
finance,3000000,67,Success
tourism,5000000,125,Success
tourism,4000000,139,Success
tourism,110690000,153,Fail
tourism,50000000,211,Success
finance,2404400000,111,Success
tourism,29900000,156,Success
manufacturing,30000000,181,Success
finance,90800000,111,Success
tourism,12000000,149,Success
tourism,340000000,79,Success
finance,6130000,178,Success
manufacturing,170000000,66,Success
tourism,3400000,234,Success
manufacturing,30000000,154,Success
manufacturing,52000000,183,Success
manufacturing,16300000,103,Success
manufacturing,90000000,200,Success
manufacturing,11000000,58,Success
manufacturing,90000000,140,Success
finance,5250000,100,Success
tourism,6000000,187,Success
manufacturing,43000000,199,Success
manufacturing,70500000,112,Success
tourism,200000,145,Success
manufacturing,25000000,96,Success
finance,42000000,244,Success
manufacturing,54000000,210,Success
manufacturing,200000000,230,Success
manufacturing,110000000,167,Success
manufacturing,3000000,205,Success
tourism,24720000,193,Success
tourism,7000000,202,Success
tourism,150000,122,Success
tourism,1800000,144,Success
manufacturing,200000000,94,Success
tourism,430000,103,Success
education,5640000,204,Success
manufacturing,50000000,122,Success
education,119000000,171,Success
education,39320000,120,Success
tourism,5000000,141,Success
manufacturing,500000000,242,Success
finance,60600000,226,Success
tourism,31300000,235,Success
tourism,1600000,110,Success
tourism,25930000,50,Success
manufacturing,300000000,93,Success
tourism,16000000,220,Success
tourism,2980000,221,Success
tourism,8200000,75,Success
tourism,100000,160,Success
tourism,3800000,168,Success
tourism,3500000,60,Success
tourism,500000,88,Success
tourism,6000000,93,Success
tourism,410000,132,Success
tourism,11040000,58,Success
tourism,2500000,133,Success
tourism,1920000,238,Success
tourism,8000000,81,Success
tourism,3000000,193,Success
education,26770000,201,Fail
Information Technology,242660000,146,Success
tourism,81500000,230,Success
tourism,3000000,141,Success
tourism,5000000,124,Success
tourism,5000000,200,Success
tourism,4110000,76,Success
manufacturing,115000000,122,Success
education,2730000,217,Success
tourism,15000000,232,Success
tourism,2200000,208,Success
manufacturing,50000000,219,Success
finance,70000000,90,Success
tourism,2670000,107,Success
tourism,7600000,65,Success
manufacturing,205000000,240,Success
education,58000000,125,Success
education,31000000,162,Fail
finance,300000,56,Success
tourism,14200000,138,Success
tourism,24800000,236,Success
tourism,26800000,163,Success
tourism,2280000,198,Success
finance,10750000000,196,Success
tourism,3500000,70,Success
tourism,45000000,209,Success
tourism,1740000,105,Success
tourism,2700000,116,Success
finance,148000000,220,Success
tourism,11200000,81,Success
tourism,10000000,250,Success
education,56600000,144,Success
tourism,550000,148,Success
finance,23600000,92,Success
tourism,4900000,57,Success
finance,1165000000,178,Success
tourism,130000000,111,Fail
finance,16000000,109,Success
tourism,764000000,207,Success
tourism,57190000,230,Success
finance,1412110000,71,Success
manufacturing,2000000,165,Success
tourism,370000,207,Success
tourism,20000000,167,Success
tourism,1850000,237,Success
tourism,3000000,237,Success
tourism,2400000,164,Success
tourism,5000000,223,Success
manufacturing,300000000,119,Success
finance,7300000,57,Success
tourism,30000000,55,Success
tourism,18000000,137,Success
tourism,52000000,212,Fail
finance,61400000,204,Success
tourism,30000000,85,Success
tourism,2660000,250,Success
tourism,730000000,152,Fail
tourism,1800000,100,Success
